customer_id,application_id,application_hour,application_day_of_week,account_open_year,referral_code,random_noise_1,num_login_sessions,num_customer_service_calls,has_mobile_app,paperless_billing,preferred_contact_encoded,account_status_encoded,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents,credit_score,num_credit_accounts,oldest_credit_line_age,oldest_account_age_months,total_credit_limit,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,num_public_records,num_collections,account_diversity_index,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code,loan_term,interest_rate,loan_to_value_ratio,loan_officer_id,marketing_campaign,loan_amount,loan_purpose,origination_channel,loan_type,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,debt_service_ratio,payment_to_income_ratio,credit_utilization,revolving_balance,credit_usage_amount,available_credit,total_monthly_debt_payment,annual_debt_payment,loan_to_annual_income,total_debt_amount,monthly_free_cash_flow
100546,559223,21,1,2013,REF0000,0.0702889237138603,13,3,0,0,0,2,37,39700.0,7.7,0,2,1,0,698,15,8.2,98.4,47600.0,0.0,1,1,0,0,0.394,MI,5.7,57000,1370.0,99.0,79.0,793,360,0.08,0.802,1073,J,170900.0,1,1,1,3308.0,966.54,1254.0,0.67,0.67,0.38,0.12,5664.4,5664.4,41935.6,2220.54,26646.48,4.3,176564.4,1087.79
100547,572022,14,0,2017,REF0000,-1.4416744177084513,10,0,0,0,0,3,36,59800.0,6.7,0,3,1,0,658,6,12.5,150.0,123600.0,0.0,2,2,0,0,0.216,MO,3.8,55000,1290.0,99.0,86.0,253,0,0.1936,0.0,1057,A,1800.0,4,2,2,4983.33,813.94,54.0,0.17,0.17,0.01,0.74,91834.8,91834.8,31765.2,867.94,10415.28,0.03,93634.8,4115.39
100548,607466,17,4,2017,REF5294,-0.118746892656697,5,6,1,1,0,3,27,32000.0,1.5,0,4,0,1,721,2,9.0,108.0,77800.0,0.0,1,1,0,0,0.169,CA,5.7,75000,2280.0,159.0,121.0,841,0,0.1802,0.0,1042,U,13200.0,4,3,2,2666.67,713.81,396.0,0.42,0.42,0.15,0.4,31275.6,31275.6,46524.4,1109.81,13317.72,0.41,44475.6,1556.86
100549,580248,23,5,2016,REF0000,-1.62991452467993,11,2,0,1,0,4,58,36800.0,6.2,0,1,1,0,742,13,11.9,142.8,68100.0,0.0,1,1,0,0,0.453,NC,4.6,54000,1200.0,106.0,79.0,451,24,0.0991,0.0,1048,V,9300.0,5,2,0,3067.0,264.92,428.76,0.23,0.23,0.14,0.54,36774.0,36774.0,31326.0,693.68,8324.16,0.25,46074.0,2372.99
100550,606544,14,4,2018,REF1263,-1.3043438360082886,13,3,1,0,0,4,49,31100.0,8.8,0,1,2,0,709,13,12.0,144.0,22500.0,0.0,0,0,1,0,0.405,NY,4.8,72000,1760.0,150.0,108.0,245,0,0.1938,0.0,1003,E,6700.0,4,2,2,2591.67,964.88,201.0,0.45,0.45,0.08,0.45,10080.0,10080.0,12420.0,1165.88,13990.56,0.22,16780.0,1425.79
100551,590385,17,1,2012,REF9844,0.6994137055192576,12,2,0,1,0,1,49,42500.0,8.5,3,0,1,1,727,8,12.7,152.39999999999998,64800.0,0.0,1,1,0,0,0.302,MO,4.2,55000,1360.0,99.0,79.0,312,24,0.113,0.0,1059,A,27600.0,5,1,0,3541.67,1206.05,1290.22,0.7,0.7,0.36,0.42,27151.2,27151.2,37648.8,2496.27,29955.24,0.65,54751.2,1045.4
100552,620173,13,6,2012,REF0000,-0.5536682557852094,5,2,0,1,0,4,41,101100.0,8.1,0,2,1,1,726,5,16.8,201.6,73000.0,0.0,1,1,0,0,0.402,GA,3.5,58000,1250.0,99.0,83.0,685,24,0.1172,0.0,1004,U,17600.0,0,1,0,8425.0,2251.9,826.19,0.36,0.37,0.1,0.36,25915.0,25915.0,47085.0,3078.09,36937.08,0.17,43515.0,5346.91
100553,627006,13,2,2018,REF0000,-0.6204591318553617,17,2,1,0,0,2,59,32700.0,11.1,0,4,0,1,734,18,24.8,297.6,40000.0,0.0,2,2,0,0,0.641,TX,4.4,61000,1320.0,106.0,90.0,450,360,0.045,0.819,1000,I,347400.0,6,1,1,2725.0,840.87,1760.22,0.96,0.95,0.65,0.68,27040.0,27040.0,12960.0,2601.09,31213.08,10.62,374440.0,123.91
100554,572206,23,4,2012,REF0000,1.09569975077668,14,2,1,1,1,1,55,49700.0,7.2,2,1,1,2,817,5,17.1,205.2,145900.0,0.0,0,0,0,0,0.269,GA,4.1,58000,1420.0,104.0,81.0,701,360,0.0501,0.861,999,I,75500.0,1,1,1,4141.67,1163.52,405.76,0.38,0.38,0.1,0.11,15903.1,15903.1,129996.9,1569.28,18831.36,1.52,91403.1,2572.39
100555,639261,21,0,2016,REF1616,1.6969654995079482,8,1,1,1,0,3,40,38500.0,7.2,0,2,1,2,742,6,7.7,92.4,63200.0,0.0,1,1,1,0,0.243,MO,3.7,55000,1250.0,101.0,79.0,726,60,0.1255,0.0,1057,Z,18200.0,7,1,0,3208.0,396.68,409.93,0.25,0.25,0.13,0.28,17443.2,17443.2,45756.8,806.61,9679.32,0.47,35643.2,2401.72
100556,557130,18,5,2014,REF0000,0.4864056812888259,8,3,0,0,0,4,37,56600.0,8.7,0,1,0,1,777,15,19.0,228.0,63200.0,0.0,2,2,0,0,0.428,PA,4.5,61000,1330.0,92.0,82.0,951,360,0.0579999999999999,0.794,1013,J,393500.0,6,3,1,4716.67,588.91,2308.87,0.61,0.61,0.49,0.56,35455.2,35455.2,27744.8,2897.78,34773.36,6.95,428955.2,1818.89
100557,621722,15,1,2017,REF9175,0.911502337718533,5,2,1,1,0,3,24,54100.0,4.4,0,4,0,1,734,13,6.0,72.0,142200.0,0.0,0,0,0,0,0.313,WI,4.6,60000,1460.0,97.0,81.0,748,36,0.1191,0.0,1093,J,25000.0,0,2,0,4508.33,1277.11,829.28,0.47,0.47,0.18,0.47,67260.6,67260.6,74939.4,2106.39,25276.68,0.46,92260.6,2401.94
100558,629584,19,1,2022,REF0000,-0.2782122825356559,16,4,1,0,1,4,39,42200.0,9.1,0,1,1,1,732,10,12.9,154.8,78700.0,0.0,2,2,0,0,0.432,CA,5.4,75000,1500.0,150.0,116.0,189,48,0.1056,0.0,1042,U,8200.0,5,2,0,3516.67,533.13,210.19,0.21,0.21,0.06,0.46,36595.5,36595.5,42104.5,743.32,8919.84,0.19,44795.5,2773.35
100559,627591,20,0,2010,REF0000,1.6076445694261805,8,2,1,0,0,3,37,27600.0,4.7,0,0,0,0,706,14,0.5,6.0,25100.0,0.0,0,0,0,0,0.262,NC,3.7,54000,1250.0,110.0,91.0,603,360,0.0691,0.659,1049,A,316700.0,1,1,1,2300.0,479.33,2087.91,1.12,1.12,0.91,0.34,8634.4,8634.4,16465.6,2567.24,30806.88,11.47,325334.4,-267.24
100560,572579,7,0,2018,REF3994,-1.3451641303209418,14,2,1,1,0,1,49,62700.0,9.3,1,2,1,2,773,10,15.1,181.2,58000.0,0.0,2,2,0,0,0.291,FL,5.1,55000,1290.0,104.0,86.0,304,0,0.1702,0.0,1086,F,9600.0,4,1,2,5225.0,1443.25,288.0,0.33,0.33,0.06,0.29,16994.0,16994.0,41006.0,1731.25,20775.0,0.15,26594.0,3493.75
100561,554758,17,4,2020,REF0000,1.0538732556575798,10,2,1,1,0,2,37,37500.0,0.3,0,2,2,0,732,11,16.5,198.0,85300.0,0.0,1,1,0,0,0.318,MO,4.0,55000,1270.0,101.0,75.0,819,24,0.12,0.0,1052,Z,33200.0,0,1,0,3125.0,545.07,1562.84,0.68,0.67,0.5,0.39,33437.6,33437.6,51862.4,2107.91,25294.92,0.89,66637.6,1017.09
100562,555429,11,4,2019,REF0000,0.1179795505521615,13,2,0,0,0,2,42,56600.0,8.8,0,3,1,2,691,2,8.1,97.2,165300.0,0.0,2,2,0,0,0.122,IN,4.6,55000,1220.0,98.0,71.0,529,48,0.0969999999999999,0.0,1038,Q,9900.0,0,1,0,4716.67,556.65,249.67,0.17,0.17,0.05,0.28,46945.2,46945.2,118354.8,806.32,9675.84,0.17,56845.2,3910.35
100563,577418,22,4,2010,REF0000,-1.5527384148307368,11,2,1,0,1,2,38,20800.0,7.8,0,3,0,0,576,13,13.5,162.0,39900.0,0.0,0,0,0,0,0.304,IL,5.3,65000,1430.0,104.0,91.0,690,360,0.0806,0.683,1071,N,190900.0,1,3,1,1733.0,389.4,1408.75,1.04,1.04,0.81,0.47,0.0,18633.3,21266.7,1798.15,21577.8,9.18,209533.3,-64.82
100564,565962,1,0,2023,REF0000,0.8844108390650844,7,1,1,1,1,1,43,54900.0,3.0,1,4,1,1,726,11,9.4,112.8,138600.0,0.0,2,2,0,0,0.386,MA,4.1,81000,1970.0,142.0,112.0,862,0,0.1654,0.0,1095,R,6400.0,4,3,2,4575.0,319.64,192.0,0.11,0.11,0.04,0.91,125571.6,125571.6,13028.4,511.64,6139.68,0.12,131971.6,4063.36
100565,587289,3,4,2013,REF0000,-0.9948781513541002,4,4,1,1,0,3,31,24100.0,5.0,0,3,1,1,680,2,11.3,135.60000000000002,43900.0,0.0,2,2,0,0,0.303,NJ,5.2,82000,2250.0,141.0,119.0,732,180,0.0601,0.802,1013,X,378800.0,6,1,1,2008.33,559.34,3198.58,1.87,1.87,1.59,0.71,31125.1,31125.1,12774.9,3757.92,45095.04,15.72,409925.1,-1749.59
100566,558025,22,0,2014,REF0000,0.2515235114011282,11,0,1,1,1,4,42,76600.0,7.2,1,3,1,2,719,14,9.9,118.8,191900.0,0.0,3,3,0,0,0.411,OH,5.0,56000,1270.0,91.0,80.0,360,360,0.0358,0.768,1038,E,340000.0,6,3,1,6383.0,791.93,1541.98,0.37,0.37,0.24,0.44,84627.9,84627.9,107272.1,2333.91,28006.92,4.44,424627.9,4049.42
100567,547533,18,2,2014,REF0000,-0.1346923427022268,6,2,1,1,1,0,26,27500.0,4.0,3,1,0,0,679,4,8.0,96.0,36600.0,0.0,1,1,0,0,0.163,TX,4.4,61000,1250.0,117.0,87.0,203,36,0.1052999999999999,0.0,1004,H,26400.0,5,1,0,2292.0,759.35,858.44,0.71,0.71,0.38,0.55,20020.2,20020.2,16579.8,1617.79,19413.48,0.96,46420.2,673.88
100568,557995,11,3,2015,REF9805,0.248695733374109,3,0,0,0,0,2,18,20000.0,0.2,0,4,1,1,702,1,0.0,0.0,33300.0,0.0,1,1,0,0,0.025,CA,5.3,75000,1780.0,161.0,123.0,467,0,0.1883,0.0,1050,M,15000.0,4,1,2,1666.67,120.43,450.0,0.34,0.34,0.27,0.64,21212.1,21212.1,12087.9,570.43,6845.16,0.75,36212.1,1096.24
100569,593161,11,0,2016,REF0000,-1.0789120885628485,4,1,1,0,0,1,22,20000.0,3.8,0,3,0,0,683,2,4.0,48.0,35300.0,0.0,1,1,0,0,0.263,TX,3.8,61000,1510.0,102.0,79.0,509,24,0.1186999999999999,0.0,1000,V,12900.0,2,1,0,1666.67,579.29,606.46,0.71,0.71,0.36,0.5,17473.5,17473.5,17826.5,1185.75,14229.0,0.64,30373.5,480.92
100570,631593,23,1,2012,REF0000,0.1034122532728439,9,2,0,1,0,1,41,20000.0,10.8,0,4,1,1,707,6,4.7,56.400000000000006,16400.0,0.0,1,1,0,0,0.168,VA,3.8,74000,1620.0,115.0,109.0,988,360,0.0487999999999999,0.711,1084,U,134400.0,6,1,1,1666.67,198.87,711.66,0.55,0.55,0.43,0.89,14612.4,14612.4,1787.6,910.53,10926.36,6.72,149012.4,756.14
100571,614687,19,2,2012,REF2343,1.6597642550651963,8,4,0,0,0,2,37,27300.0,9.7,0,4,1,1,764,16,4.8,57.6,39400.0,0.0,0,0,0,0,0.314,TX,3.8,61000,1450.0,100.0,84.0,627,24,0.1043,0.0,997,D,14500.0,5,1,0,2275.0,646.27,671.98,0.58,0.58,0.3,0.24,9416.6,9416.6,29983.4,1318.25,15819.0,0.53,23916.6,956.75
100572,588104,5,4,2015,REF5176,0.8745409982962936,11,0,0,1,0,1,49,59200.0,4.7,0,1,1,0,788,17,13.1,157.2,93700.0,0.0,0,0,0,0,0.541,GA,4.0,58000,1460.0,108.0,90.0,300,0,0.1878,0.0,996,H,15000.0,4,1,2,4933.33,847.66,450.0,0.26,0.26,0.09,0.78,73273.4,73273.4,20426.6,1297.66,15571.92,0.25,88273.4,3635.67
100573,573548,13,1,2016,REF0000,1.6923507694439754,10,3,0,1,0,0,45,31700.0,7.6,0,3,1,0,734,10,13.1,157.2,74400.0,0.0,1,1,0,0,0.317,IL,5.7,65000,1530.0,98.0,93.0,102,360,0.0762,0.643,1068,D,272900.0,1,2,1,2642.0,253.7,1930.63,0.83,0.83,0.73,0.4,29760.0,29760.0,44640.0,2184.33,26211.96,8.61,302660.0,457.34
100574,630105,18,3,2013,REF0000,-0.3639986968912888,8,2,1,0,0,4,34,64600.0,9.7,1,1,2,1,707,11,16.0,192.0,147000.0,0.0,1,1,0,0,0.415,MD,4.4,84000,2130.0,131.0,101.0,171,0,0.1928,0.0,1080,Q,3300.0,4,2,2,5383.0,532.69,99.0,0.12,0.12,0.02,0.4,58212.0,58212.0,88788.0,631.69,7580.28,0.05,61512.0,4751.64
100575,616972,11,6,2016,REF0000,1.7288100392178527,4,5,0,1,1,4,21,28700.0,3.2,3,1,0,1,655,20,3.0,36.0,28100.0,0.0,0,0,0,0,0.307,MO,4.0,55000,1410.0,101.0,78.0,216,0,0.1853,0.0,1057,D,4600.0,4,1,2,2391.67,400.94,138.0,0.22,0.23,0.06,0.57,15876.5,15876.5,12223.5,538.94,6467.28,0.16,20476.5,1852.73
100576,620750,12,1,2023,REF0000,2.0194789675084603,12,1,1,1,0,2,38,20300.0,1.8,2,3,2,1,716,5,15.5,186.0,55000.0,0.0,1,1,0,0,0.382,WA,5.2,78000,2060.0,164.0,122.0,615,0,0.1755,0.0,1051,C,4700.0,4,2,2,1691.67,375.32,141.0,0.3,0.31,0.08,0.61,33605.0,33605.0,21395.0,516.32,6195.84,0.23,38305.0,1175.35
100577,637641,23,2,2015,REF4078,0.9746218566249604,9,3,1,0,0,1,55,42600.0,7.8,0,3,1,2,694,11,8.9,106.8,118000.0,0.0,5,5,1,0,0.233,TX,3.9,61000,1350.0,101.0,82.0,616,0,0.1833,0.0,1004,H,3800.0,4,2,2,3550.0,1149.45,114.0,0.36,0.36,0.03,0.42,49914.0,49914.0,68086.0,1263.45,15161.4,0.09,53714.0,2286.55
100578,631132,1,0,2020,REF0000,0.2522384381053967,4,2,1,0,0,2,21,27800.0,3.4,2,3,0,1,642,0,3.0,36.0,65900.0,0.0,2,2,1,0,0.067,MD,4.6,84000,1910.0,128.0,108.0,654,36,0.146,0.0,1079,N,19800.0,7,2,0,2316.67,479.59,682.5,0.5,0.5,0.3,0.38,25239.7,25239.7,40660.3,1162.09,13945.08,0.71,45039.7,1154.58
100579,593134,15,1,2011,REF0000,1.2316079832962774,4,1,1,1,0,1,26,38500.0,5.6,0,4,1,4,680,5,8.0,96.0,36500.0,0.0,1,1,0,0,0.225,TX,3.7,61000,1430.0,111.0,90.0,788,24,0.1361,0.0,1002,R,15300.0,2,3,0,3208.33,348.23,731.78,0.34,0.34,0.23,0.25,9015.5,9015.5,27484.5,1080.01,12960.12,0.4,24315.5,2128.32
100580,592101,5,5,2022,REF0000,0.4465933341387453,10,5,1,0,1,3,47,47200.0,11.7,0,4,1,0,756,13,5.8,69.6,152900.0,0.0,1,1,0,0,0.303,FL,5.6,55000,1380.0,110.0,86.0,751,36,0.1137,0.0,1078,G,21700.0,2,2,0,3933.33,387.92,714.24,0.28,0.28,0.18,0.41,62230.3,62230.3,90669.7,1102.16,13225.92,0.46,83930.3,2831.17
100581,639374,22,6,2022,REF0000,0.9293682615161722,8,0,1,1,0,3,35,103700.0,0.0,2,1,1,2,731,13,9.7,116.4,171400.0,0.0,1,1,0,0,0.394,NC,4.3,54000,1460.0,105.0,88.0,958,36,0.1184,0.0,1048,Z,4800.0,5,2,0,8641.67,2582.87,159.06,0.32,0.32,0.02,0.45,76787.2,76787.2,94612.8,2741.93,32903.16,0.05,81587.2,5899.74
100582,586625,14,3,2018,REF0000,-0.2964414284950514,5,2,1,0,0,4,33,35500.0,6.5,0,3,0,2,623,10,15.0,180.0,45300.0,0.0,3,3,0,0,0.468,NY,5.9,72000,1620.0,141.0,114.0,801,48,0.1322,0.0,1005,N,11600.0,2,0,0,2958.33,1025.01,312.47,0.45,0.45,0.11,0.54,24597.9,24597.9,20702.1,1337.48,16049.76,0.33,36197.9,1620.85
100583,594302,3,4,2010,REF0000,-0.3170522491138731,4,2,1,0,1,1,20,20000.0,2.5,0,3,0,0,657,10,1.4,16.799999999999997,26000.0,0.0,0,0,1,0,0.15,TN,4.0,53000,1330.0,110.0,91.0,496,0,0.185,0.0,1074,P,12000.0,4,1,2,1666.67,318.84,360.0,0.41,0.41,0.22,0.75,19422.0,19422.0,6578.0,678.84,8146.08,0.6,31422.0,987.83
100584,607229,19,0,2017,REF0000,-0.5939364442878193,10,1,1,0,1,3,38,30200.0,13.4,0,4,1,0,690,7,3.6,43.2,45500.0,0.0,2,2,0,0,0.301,CA,5.7,75000,1780.0,146.0,112.0,278,360,0.0694,0.893,1045,M,68100.0,6,1,1,2516.67,462.75,450.33,0.36,0.36,0.18,0.4,17972.5,17972.5,27527.5,913.08,10956.96,2.25,86072.5,1603.59
100585,572731,15,6,2019,REF0000,0.3657136481801391,5,2,1,0,0,4,34,64600.0,10.1,0,3,0,0,746,2,7.8,93.6,102900.0,0.0,4,4,0,0,0.157,OH,4.5,56000,1380.0,89.0,68.0,414,60,0.1071,0.0,1040,N,19400.0,0,1,0,5383.33,1944.61,419.0,0.44,0.44,0.08,0.27,27577.2,27577.2,75322.8,2363.61,28363.32,0.3,46977.2,3019.72
100586,627400,17,5,2013,REF0000,-1.0806735045902889,8,1,1,1,1,2,43,35400.0,4.7,0,2,1,1,731,11,23.7,284.4,92000.0,0.0,1,1,0,0,0.438,MO,4.4,55000,1250.0,92.0,79.0,788,36,0.1077999999999999,0.0,1060,T,28600.0,5,0,0,2950.0,432.74,933.35,0.46,0.46,0.32,0.11,9752.0,9752.0,82248.0,1366.09,16393.08,0.81,38352.0,1583.91
100587,565762,6,6,2017,REF0000,1.1330172160705485,11,3,0,1,1,3,41,57800.0,3.6,1,2,1,3,641,3,23.0,276.0,81500.0,0.0,4,4,0,0,0.446,TX,4.4,61000,1240.0,100.0,95.0,902,360,0.0839,0.688,1006,Y,169700.0,6,0,1,4816.67,1517.67,1291.64,0.58,0.58,0.27,0.71,58028.0,58028.0,23472.0,2809.31,33711.72,2.94,227728.0,2007.36
100588,593300,12,5,2018,REF0000,-0.9603808173774496,12,3,0,1,0,1,47,39300.0,7.0,2,4,0,0,731,12,4.3,51.6,113800.0,0.0,3,3,0,0,0.315,CA,5.5,75000,2000.0,159.0,127.0,379,360,0.0556,0.87,1050,H,232700.0,6,1,1,3275.0,856.96,1330.02,0.67,0.67,0.41,0.52,59517.4,59517.4,54282.6,2186.98,26243.76,5.92,292217.4,1088.02
100589,562015,22,0,2016,REF0000,1.371982017528916,4,1,1,1,0,1,61,53700.0,0.0,0,2,1,2,750,16,11.8,141.60000000000002,131900.0,0.0,0,0,0,0,0.447,MD,4.9,84000,1850.0,127.0,111.0,389,0,0.1601,0.0,1075,D,4400.0,4,2,2,4475.0,1227.74,132.0,0.3,0.3,0.03,0.63,83228.9,83228.9,48671.1,1359.74,16316.88,0.08,87628.9,3115.26
100590,618788,13,5,2012,REF0000,0.2345646758284519,8,2,1,1,0,0,38,143500.0,8.0,1,2,0,0,799,10,5.5,66.0,379700.0,0.0,1,1,0,0,0.346,VA,3.3,74000,1990.0,125.0,106.0,189,24,0.1104,0.0,1083,D,16500.0,0,3,0,11958.33,4105.22,769.34,0.41,0.41,0.06,0.26,96823.5,96823.5,282876.5,4874.56,58494.72,0.11,113323.5,7083.77
100591,602019,16,1,2013,REF0000,-0.2638153203617908,6,3,0,1,1,0,42,120700.0,7.8,0,0,1,1,748,17,10.7,128.39999999999998,231400.0,0.0,1,1,0,0,0.322,CA,5.0,75000,1720.0,163.0,142.0,322,360,0.0458,0.768,1044,A,630100.0,6,3,1,10058.33,2935.18,3222.65,0.61,0.61,0.32,0.34,77981.8,77981.8,153418.2,6157.83,73893.96,5.22,708081.8,3900.5
100592,616121,1,0,2023,REF0000,-1.7883008868479475,3,1,1,0,1,2,27,65600.0,2.8,0,2,0,0,750,11,9.0,108.0,131100.0,0.0,3,3,0,0,0.414,FL,4.9,55000,1410.0,112.0,76.0,833,24,0.1177,0.0,1086,Q,4000.0,7,3,0,5466.67,740.2,187.86,0.17,0.17,0.03,0.52,68303.1,68303.1,62796.9,928.06,11136.72,0.06,72303.1,4538.61
100593,612056,20,2,2012,REF9695,-1.206023441754532,8,3,0,0,1,3,44,55200.0,10.0,1,1,0,0,745,7,12.0,144.0,123600.0,0.0,0,0,0,0,0.321,AZ,5.0,58000,1350.0,112.0,96.0,114,48,0.1098,0.0,1087,T,18400.0,0,3,0,4600.0,700.24,475.38,0.26,0.26,0.1,0.43,53395.2,53395.2,70204.8,1175.62,14107.44,0.33,71795.2,3424.38
100594,563402,11,4,2020,REF0000,0.2969959028179756,5,3,1,1,0,3,44,39800.0,4.7,0,4,1,3,771,6,0.3,3.6,29800.0,0.0,2,2,0,0,0.094,GA,4.1,58000,1350.0,102.0,89.0,616,0,0.1553,0.0,999,I,3900.0,4,2,2,3317.0,1085.89,117.0,0.36,0.36,0.04,0.42,12367.0,12367.0,17433.0,1202.89,14434.68,0.1,16267.0,2113.78
100595,596308,3,1,2022,REF0000,0.5023135745680479,6,2,0,0,0,3,28,49100.0,9.3,0,4,1,0,676,11,10.0,120.0,62300.0,0.0,1,1,0,0,0.367,TN,4.5,53000,1270.0,103.0,85.0,912,0,0.1784,0.0,1068,S,6500.0,4,2,2,4091.67,413.35,195.0,0.15,0.15,0.05,0.32,19624.5,19624.5,42675.5,608.35,7300.2,0.13,26124.5,3483.32
100596,606039,12,6,2011,REF3999,-0.2253461317066028,2,3,1,1,0,4,31,22000.0,2.4,0,2,0,0,700,0,9.9,118.8,51200.0,0.0,3,3,0,0,0.114,AZ,4.6,58000,1250.0,113.0,86.0,220,360,0.0705,0.59,1079,L,238900.0,6,2,1,1833.33,353.58,1597.44,1.06,1.06,0.87,0.73,37222.4,37222.4,13977.6,1951.02,23412.24,10.86,276122.4,-117.69
100597,592116,16,0,2015,REF1903,1.5671702286822962,4,4,1,0,1,3,36,27700.0,7.6,0,3,1,1,649,9,11.8,141.60000000000002,45200.0,0.0,1,1,0,0,0.231,TX,4.1,61000,1770.0,102.0,88.0,868,360,0.0765,0.858,1000,R,166600.0,6,2,1,2308.33,283.45,1182.05,0.64,0.63,0.51,0.55,24905.2,24905.2,20294.8,1465.5,17586.0,6.01,191505.2,842.83
100598,564357,18,4,2015,REF0000,1.982169284509164,5,1,1,0,0,0,27,35600.0,2.0,2,3,1,1,623,12,8.9,106.8,37200.0,0.0,1,1,0,0,0.246,MO,4.4,55000,1310.0,98.0,86.0,548,36,0.1528999999999999,0.0,1060,T,20000.0,0,3,0,2966.67,328.37,696.15,0.34,0.35,0.24,0.38,13950.0,13950.0,23250.0,1024.52,12294.24,0.56,33950.0,1942.15
100599,587846,9,6,2014,REF0000,-0.7185042128424436,8,5,1,0,0,1,35,60600.0,2.6,2,4,0,0,789,14,5.7,68.4,144400.0,0.0,6,6,0,0,0.393,MD,4.2,84000,2260.0,118.0,112.0,739,0,0.1755999999999999,0.0,1075,D,6500.0,4,2,2,5050.0,459.65,195.0,0.13,0.13,0.04,0.43,61658.8,61658.8,82741.2,654.65,7855.8,0.11,68158.8,4395.35
100600,548779,22,1,2014,REF0000,-0.927555776760072,6,2,0,1,0,0,41,119700.0,3.3,0,1,1,0,737,5,2.3,27.6,269500.0,0.0,4,4,0,0,0.134,AZ,4.3,58000,1390.0,114.0,87.0,860,36,0.138,0.0,1086,Z,39900.0,0,1,0,9975.0,2969.11,1359.81,0.43,0.43,0.14,0.38,102679.5,102679.5,166820.5,4328.92,51947.04,0.33,142579.5,5646.08
100601,637999,23,2,2019,REF0000,-0.7909525446853232,4,1,1,1,0,2,38,42400.0,2.3,0,2,0,0,719,2,5.4,64.80000000000001,131100.0,0.0,0,0,1,0,0.18,NC,4.4,54000,1280.0,112.0,90.0,622,360,0.0507,0.761,1049,Z,141100.0,1,2,1,3533.0,1191.13,763.5,0.55,0.55,0.22,0.49,64107.9,64107.9,66992.1,1954.63,23455.56,3.33,205207.9,1578.7
100602,593315,12,0,2014,REF0000,1.5202621632830793,9,1,1,1,1,0,41,73300.0,7.8,0,0,1,2,754,8,9.9,118.8,70800.0,0.0,3,3,0,0,0.237,MD,4.2,84000,1840.0,121.0,114.0,801,48,0.1043,0.0,1076,W,14200.0,2,1,0,6108.0,661.97,363.09,0.17,0.17,0.06,0.56,39364.8,39364.8,31435.2,1025.06,12300.72,0.19,53564.8,5083.27
100603,619348,16,0,2018,REF7743,-1.4289832914975895,5,5,1,1,0,2,22,20700.0,4.1,0,4,0,1,675,2,4.0,48.0,56200.0,0.0,2,2,0,0,0.116,TX,4.0,61000,1460.0,107.0,89.0,764,36,0.126,0.0,1000,B,25900.0,2,0,0,1725.0,573.46,867.69,0.84,0.84,0.5,0.53,29673.6,29673.6,26526.4,1441.15,17293.8,1.25,55573.6,283.85
100604,606391,20,4,2011,REF0000,0.2799112374536563,2,1,1,0,0,0,18,21100.0,0.0,0,2,0,0,697,4,0.0,0.0,54500.0,0.0,4,4,1,0,0.198,NY,5.1,72000,1620.0,134.0,110.0,272,36,0.1045,0.0,1005,U,22300.0,0,2,0,1758.0,447.87,724.28,0.67,0.67,0.41,0.51,27849.5,27849.5,26650.5,1172.15,14065.8,1.06,50149.5,586.18
100605,565401,4,5,2014,REF6278,-0.862302362638977,16,4,1,1,0,0,64,20000.0,9.9,0,1,1,1,709,8,23.6,283.20000000000005,25200.0,0.0,0,0,0,0,0.467,IN,4.5,55000,1220.0,99.0,86.0,715,12,0.1097,0.0,1039,I,10900.0,3,2,0,1667.0,230.67,963.21,0.72,0.72,0.58,0.22,5569.2,5569.2,19630.8,1193.88,14326.56,0.55,16469.2,472.79
100606,545861,16,4,2015,REF0000,-2.1380476352456634,14,1,1,0,1,4,43,52100.0,9.3,0,4,1,1,671,14,15.5,186.0,110100.0,0.0,1,1,0,0,0.528,TX,3.9,61000,1430.0,104.0,89.0,825,36,0.1118,0.0,1006,I,6300.0,0,2,0,4341.67,1015.94,206.79,0.28,0.28,0.05,0.77,84446.7,84446.7,25653.3,1222.73,14672.76,0.12,90746.7,3118.94
100607,634093,1,1,2012,REF0000,0.3902682347954891,11,2,1,1,0,3,37,65800.0,6.8,0,0,0,2,704,8,14.5,174.0,74800.0,0.0,0,0,0,0,0.326,FL,5.0,55000,1350.0,104.0,76.0,794,360,0.0746,0.897,1079,C,111100.0,6,0,1,5483.0,2017.79,773.79,0.51,0.51,0.14,0.6,44805.2,44805.2,29994.8,2791.58,33498.96,1.69,155905.2,2691.75
100608,569279,9,2,2023,REF0000,-1.328996567758422,12,4,1,0,1,0,53,46800.0,5.9,0,4,1,2,778,6,16.6,199.2,60200.0,0.0,4,4,0,0,0.252,VA,3.7,74000,1940.0,126.0,104.0,492,0,0.1368,0.0,1086,N,15400.0,4,3,2,3900.0,1287.07,462.0,0.45,0.45,0.12,0.3,17759.0,17759.0,42441.0,1749.07,20988.84,0.33,33159.0,2150.93
